Price,Close,High,Low,Open,Volume,Daily_Return
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,
Date,,,,,,
2015-02-04,0.48373132944107056,0.4892500900168858,0.47965222688255293,0.4810919421074568,181516000,0.0024866177767508546
2015-02-05,0.4916493594646454,0.4918892880733031,0.4837311433030983,0.4842110005204137,140448000,0.01636865247641439
2015-02-06,0.4894898533821106,0.49692821267612924,0.48733032417988703,0.4911694681368665,210524000,-0.004392370377307664
2015-02-09,0.4890100955963135,0.4904497248163316,0.48349133576218156,0.4866106372861517,273944000,-0.0009801179380578562
2015-02-10,0.5026869177818298,0.5029268464102535,0.4873303414109335,0.4894898706895137,226204000,0.02796838410634117
2015-02-11,0.4993278384208679,0.5038867697708242,0.49596855057404976,0.5038867697708242,320832000,-0.006682249412386265
2015-02-12,0.5350795984268188,0.5398785139744291,0.5247619242786982,0.5278812251054034,676904000,0.07159977324520184
2015-02-13,0.5353196263313293,0.5360394695177437,0.5257217934559328,0.5338799399585006,310084000,0.0004485835475995792
2015-02-17,0.5369994044303894,0.5396388493179416,0.5310007856655088,0.5343600167504511,203340000,0.0031378974661773196
2015-02-18,0.530760645866394,0.5372392346333896,0.5298008740071494,0.5362794055665476,170948000,-0.011617812817898754
2015-02-19,0.5322001576423645,0.5384387584919447,0.5298007001777244,0.5374789869476043,169432000,0.0027121675037165005
2015-02-20,0.5360393524169922,0.5362792810241844,0.5278812076966162,0.5317203514496119,157752000,0.007213817432214276
2015-02-23,0.5317205190658569,0.5357995927119066,0.5290810747243644,0.5357995927119066,125008000,-0.008056933379353093
2015-02-24,0.5373809933662415,0.5373809933662415,0.5289505795517103,0.5337679752822673,149356000,0.010645581837483098
2015-02-25,0.533285915851593,0.5376216040520985,0.5308772193272638,0.5352128500999143,123820000,-0.007620436087618643
2015-02-26,0.5347314476966858,0.5378627606921745,0.5303957570439071,0.5337679800275863,152864000,0.0027106132041465614
2015-02-27,0.5313591957092285,0.5344905081953735,0.5294322032565896,0.5332861307339893,157492000,-0.006306440367371269
2015-03-02,0.544366180896759,0.5472566410221372,0.5291913800942863,0.5299139951256309,301512000,0.024478705351413943
2015-03-03,0.534249484539032,0.5429208051606457,0.5325634023942551,0.5402712557085486,160344000,-0.01858435867757502
2015-03-04,0.5402714014053345,0.5414757215072913,0.530154848380643,0.532322693477623,226840000,0.011271731729415535
2015-03-05,0.5506289005279541,0.5515923682588088,0.5388262628982847,0.5402714932085122,323056000,0.01917091871914378
2015-03-06,0.543161928653717,0.5501471124495717,0.5426801660966736,0.547497561955554,257392000,-0.013560806319969032
2015-03-09,0.5446069836616516,0.5487018209410193,0.5421982862532521,0.5434026636713899,222388000,0.0026604497327644694
2015-03-10,0.5540009140968323,0.5576139888797653,0.546052207002255,0.547015674468412,527212000,0.01724900839871868
2015-03-11,0.5511103868484497,0.5612268790930962,0.5496651572626824,0.5540007885921219,262120000,-0.00521754960114984
2015-03-12,0.5460523366928101,0.5499062649006435,0.535694929758959,0.5458114841260358,406972000,-0.009177925650366237
2015-03-13,0.5467748045921326,0.5482200344594023,0.5359356380154834,0.5434026398537524,359288000,0.001323074457840745
2015-03-16,0.5532782673835754,0.5566504894633817,0.5474974054905637,0.5511104800661161,236956000,0.011894225441302364
2015-03-17,0.56002277135849,0.5602636239046596,0.5482201351779157,0.5520740630560506,299900000,0.012190075722310567
2015-03-18,0.5508696436882019,0.562913131501496,0.5458113960349823,0.5600227288830333,413844000,-0.016344206233051328
2015-03-19,0.5593001246452332,0.5612270597613268,0.5487018666509563,0.552796646843566,310756000,0.01530394904425525
2015-03-20,0.5653220415115356,0.5686942653088397,0.5585777087727303,0.5638768683731498,462084000,0.010766879178012445
2015-03-23,0.5470157265663147,0.5556870494433374,0.5467748740338054,0.548460956617132,426012000,-0.03238210011460774
2015-03-24,0.5395488739013672,0.549183665991552,0.537140175878821,0.5453297376698999,330480000,-0.013650160867984318
2015-03-25,0.5067903399467468,0.5393077772483729,0.5051042004089733,0.5393077772483729,542552000,-0.06071467394186203
2015-03-26,0.5051043629646301,0.5072722081298379,0.49282002188421975,0.49643309715956585,311920000,-0.003326774109967956
2015-03-27,0.514979898929596,0.5169068335077482,0.49980510248608573,0.5079946605850303,318288000,0.019551476267207324
2015-03-30,0.5171480178833008,0.5197975686915066,0.5106444810175121,0.5173888704764389,253252000,0.004210104041364238
2015-03-31,0.5041407346725464,0.5161842193717064,0.503659029741299,0.515702514440459,357276000,-0.02515195410395943
2015-04-01,0.5060676336288452,0.5077537154339159,0.49739631475430035,0.5060676336288452,330768000,0.0038221449364737037
2015-04-02,0.5072721838951111,0.5104034965081862,0.5029365511997121,0.508958266467093,192204000,0.002380215975537503
2015-04-06,0.5219652056694031,0.5236512880031868,0.4998051679776066,0.5051042674758206,515864000,0.02896476929105596
2015-04-07,0.5265417695045471,0.5323226316640016,0.5190747675135384,0.5219652273072031,413964000,0.008767948103503898
2015-04-08,0.5303955674171448,0.5323225594942939,0.5219651565417017,0.5270234030669676,366432000,0.007319073501469653
2015-04-09,0.5426799058914185,0.5443659878907918,0.5260598809189172,0.5263007333680103,379432000,0.023160711040807636
2015-04-10,0.5482202172279358,0.5484610698101529,0.5412349754926047,0.5431619684340199,258728000,0.010209169855693645
2015-04-13,0.543161928653717,0.5501471124495717,0.5407531732963882,0.5470157993985105,236724000,-0.009226745777081824
2015-04-14,0.5385851860046387,0.5431617276049563,0.5332860295501726,0.5409938830425111,220276000,-0.008426110902916784
2015-04-15,0.5450886487960815,0.5491834279165042,0.5373807954941884,0.5400304023698886,243560000,0.012075086653769995
2015-04-16,0.5417166352272034,0.5465340305242056,0.5378627075040252,0.5419574877636889,155284000,-0.006186174627422214
2015-04-17,0.5347314476966858,0.5400306060185639,0.530154904483604,0.5303957570439071,293636000,-0.012894541308645424
2015-04-20,0.5320819020271301,0.5405123159923042,0.5311183769214919,0.5371401504062346,231624000,-0.00495490901267992
2015-04-21,0.5313591957092285,0.5385852881938987,0.5287095882653348,0.5385852881938987,230456000,-0.0013582614164252549
2015-04-22,0.5373809933662415,0.5381036084686137,0.5263009717003831,0.5344905903846395,207420000,0.011332819128076599
2015-04-23,0.5352129340171814,0.5402712377108742,0.5214833674186006,0.5275051383875182,259380000,-0.004034492056518402
2015-04-24,0.5306364297866821,0.5352129135257488,0.5246146590483171,0.53497206107313,240960000,-0.008550810228275196
2015-04-27,0.5347314476966858,0.5441253866831521,0.5277462065969117,0.5323227498099934,248456000,0.007717182010382961
2015-04-28,0.5373809933662415,0.5393079861151964,0.5287096695656616,0.5337679752822673,234484000,0.00495490901267992
2015-04-29,0.533285915851593,0.5388259236003355,0.5311180717513403,0.5335267682756694,195156000,-0.007620436087618643
2015-04-30,0.5347314476966858,0.5373809981436811,0.5294322893748076,0.5306366670320976,218844000,0.0027106132041465614
2015-05-01,0.5479793548583984,0.549665437759589,0.5366584222780031,0.5390671203408314,256968000,0.024774879462909905
2015-05-04,0.5446069836616516,0.5511105183494188,0.5429209012185595,0.5474974435228814,200720000,-0.006154193888596948
2015-05-05,0.5306364297866821,0.5434025286212688,0.5282277329769085,0.5426799138355505,292928000,-0.025652542648349486
2015-05-06,0.5323226451873779,0.5385852699475001,0.5253374054604819,0.5335269651800835,316484000,0.0031777226478282294
2015-05-07,0.5417166352272034,0.5434027178383659,0.5284687694465062,0.5301548520576689,534564000,0.0176471734290371
2015-05-08,0.5017320513725281,0.5260599313257014,0.4935424930400354,0.5060677404388124,1146552000,-0.07381088424191595
2015-05-11,0.49691465497016907,0.5019729588564876,0.490892941199802,0.4947468104474611,544144000,-0.009601532110975697
2015-05-12,0.5017320513725281,0.5058268305387744,0.4930607306678261,0.49330164056786396,388800000,0.009694615270801732
2015-05-13,0.5046225190162659,0.5091990606296898,0.49980512492672513,0.5053451338724837,308524000,0.005760978665466432
2015-05-14,0.512812077999115,0.5154616849505368,0.5048633720005847,0.506067749238116,293052000,0.016229079508409905
2015-05-15,0.5130529999732971,0.5173886317891001,0.5099216879954904,0.5149799346852387,215824000,0.00046980557697118286
2015-05-18,0.5123305320739746,0.5154618449500755,0.5094400717489938,0.5118487695438494,324972000,-0.001408174008065699
2015-05-19,0.5091361999511719,0.5147018525464316,0.508168215217804,0.5130079081098828,253808000,-0.006234904856971313
2015-05-20,0.5091361999511719,0.5154278122496124,0.5086522075844879,0.5093781672876687,196824000,0.0
2015-05-21,0.5055064558982849,0.5115561015120145,0.5050224634794559,0.5093782221678282,239692000,-0.007129220144305282
2015-05-22,0.5047804713249207,0.5086522374043047,0.5035705768778157,0.5067163832114594,212592000,-0.001436152921280076
2015-05-26,0.5016348361968994,0.5057485710309642,0.4977630687960993,0.5023607961904065,259732000,-0.006231689430783116
2015-05-27,0.5284951329231262,0.5309149801081926,0.5033286760434696,0.5050225633036454,432332000,0.05354551715320599
2015-05-28,0.5357543230056763,0.5374482091546063,0.5275268595126817,0.5284947862129746,327656000,0.013735585496122082
2015-05-29,0.5355125069618225,0.5391422475362352,0.5347865473082027,0.5357544742818003,335168000,-0.0004513562158436901
2015-06-01,0.5415621399879456,0.5468858253371326,0.5355125526169381,0.5389003261601976,372660000,0.011296903335545005
2015-06-02,0.5309149622917175,0.5410783432054161,0.530430969793463,0.5381745036033005,224304000,-0.019660121914107598
2015-06-03,0.525107204914093,0.53648047759013,0.5241392201680419,0.5323667443473309,250788000,-0.010939148055942982
2015-06-04,0.5345447659492493,0.5362386531657476,0.5219615378338832,0.5219615378338832,323712000,0.017972636724152835
2015-06-05,0.5386582016944885,0.5410780474757675,0.5272848745981707,0.5328505256644798,313320000,0.007695212837664833
2015-06-08,0.5263171792030334,0.5405942928971611,0.5202675909371639,0.5369645514763793,342812000,-0.022910674064988146
2015-06-09,0.5289790034294128,0.5328507118775492,0.5258331970450313,0.5268011241570654,256888000,0.005057452675989005
2015-06-10,0.5195418000221252,0.5260753828586207,0.5166379597864746,0.5226876077128405,529460000,-0.017840412088391933
2015-06-11,0.525107204914093,0.5287369457838664,0.5195415522459081,0.5195415522459081,283052000,0.010712140758897037
2015-06-12,0.510830283164978,0.5248653748725814,0.5096203306297522,0.5217195675134491,323728000,-0.02718858476042174
2015-06-15,0.5098620653152466,0.5122819113135451,0.504296413749792,0.5081681211921261,306548000,-0.0018953806805120932
2015-06-16,0.5161536931991577,0.5168796528727182,0.5038124941360055,0.5088941541572409,256892000,0.012339862703888427
2015-06-17,0.5222034454345703,0.525107284726705,0.5147019375214887,0.5159118320974116,233544000,0.011720834927898771
2015-06-18,0.5309149622917175,0.5343027366983818,0.5251073407811923,0.5265592605822501,299404000,0.01668222784301543
2015-06-19,0.5292208194732666,0.5352704054640994,0.5243811276031292,0.5309147058584469,355656000,-0.0031909871425324088
2015-06-22,0.5270431637763977,0.5330928100200643,0.5190576630432311,0.5301889705921119,514236000,-0.004114833764545245
2015-06-23,0.5134919881820679,0.5321248032297262,0.5093782542905355,0.5280110693381939,414064000,-0.025711699772808405
2015-06-24,0.5084102749824524,0.5154278474635126,0.5059904283710897,0.5127659758054277,253368000,-0.009896382643878154
2015-06-25,0.5122820734977722,0.5154278800608644,0.5084103071359898,0.5084103071359898,350460000,0.007615500130192077
2015-06-26,0.5018765926361084,0.5086521971624034,0.4996987712648787,0.5081682048056363,421296000,-0.02031201441545083
2015-06-29,0.48687365651130676,0.5011507698140337,0.48614769670831237,0.4960690511930727,391724000,-0.02989367574606072
2015-06-30,0.48663151264190674,0.4919551973329118,0.4832437395174871,0.48977731845563466,315916000,-0.000497344364727148
2015-07-01,0.4936489462852478,0.5057481738523043,0.48929324743857466,0.4987306622489791,302892000,0.014420425847976093
2015-07-02,0.4941330850124359,0.49727889088220173,0.4909872791426701,0.493407125373745,145764000,0.0009807348538497518
2015-07-06,0.4880835711956024,0.49679503149733373,0.48445382972453965,0.4900194833147096,214776000,-0.012242681172990544
2015-07-07,0.4788881242275238,0.48711562052672314,0.4636430838570166,0.48517976619453396,594252000,-0.018839902653460694
2015-07-08,0.47550034523010254,0.47913011533453403,0.4716285789133029,0.47622630502035856,332492000,-0.007074259782252845
2015-07-09,0.46969273686408997,0.4851798034867721,0.4667889262957626,0.48300192392538827,357588000,-0.012213678547808748
2015-07-10,0.47792017459869385,0.48227590433509343,0.4745323719828953,0.4757422953070703,216708000,0.017516638195290035
2015-07-13,0.4810660183429718,0.4837278325546125,0.47792021168662396,0.4827599053588977,212472000,0.006582362309604406
2015-07-14,0.4813079833984375,0.48227593943633623,0.4750163989629187,0.4817919758408116,249216000,0.000502976818647749
2015-07-15,0.47792017459869385,0.48324383145569444,0.47356444486229426,0.4800980250434699,265732000,-0.007038754636527922
2015-07-16,0.4885675013065338,0.4885675013065338,0.4791300823760849,0.48082396920559733,282848000,0.02227846254195165
2015-07-17,0.4856637418270111,0.4873576289337382,0.47937212817705194,0.48687369415678905,220372000,-0.00594341513047314
2015-07-20,0.4767102599143982,0.4875995988761789,0.47550033656829455,0.48566368690619544,188412000,-0.01843555765338989
2015-07-21,0.4788881242275238,0.4856637009307324,0.4757423176674431,0.4757423176674431,149720000,0.004568528299593755
2015-07-22,0.46969273686408997,0.47550038684759577,0.46388511572743524,0.47550038684759577,356472000,-0.019201535595117503
2015-07-23,0.47550034523010254,0.4825178892265974,0.469692695754903,0.47066065175752725,169916000,0.012364696982088974
2015-07-24,0.46993473172187805,0.47937212325302625,0.4679988483997102,0.478888159634197,188844000,-0.011704751771591693
2015-07-27,0.4672727584838867,0.47259641450288437,0.4619491024648891,0.46582083918468603,192420000,-0.005664559476669551
2015-07-28,0.47743627429008484,0.4805820522722207,0.46364312348966796,0.4684828174275402,198308000,0.021750713307522318
2015-07-29,0.483243852853775,0.48711561920131624,0.47453239299523164,0.4764682761690023,232680000,0.01216409157918652
2015-07-30,0.48445379734039307,0.4892934907740928,0.4820339217766949,0.4820339217766949,190180000,0.0025037969535934845
2015-07-31,0.48275989294052124,0.4866316304706349,0.47985608258122375,0.48638966310135534,218340000,-0.0034965241456899054
2015-08-03,0.4909874498844147,0.49147138468270785,0.4803401054569473,0.48663169053754607,397132000,0.01704275161256419
2015-08-04,0.49292314052581787,0.49437505982521984,0.4873574883405676,0.48929339997099885,260100000,0.003942444235303544
2015-08-05,0.4980049729347229,0.5055064807868834,0.49703698804940605,0.5050224883442249,234628000,0.010309583768950414
2015-08-06,0.49485912919044495,0.5004247822420946,0.4866316044442923,0.4967949834285427,655676000,-0.006316892230492477
2015-08-07,0.5560812950134277,0.5655186562401163,0.5294629250799883,0.5434980697862521,1405248000,0.12371635120309499
2015-08-10,0.5754401683807373,0.5795539024965058,0.5488217937831945,0.5522096257259185,662304000,0.03481302741327075
2015-08-11,0.5725362300872803,0.5781018829758474,0.5669705771987131,0.5669705771987131,435008000,-0.005046464346812218
2015-08-12,0.573988139629364,0.578101872963809,0.5633408264288188,0.5633408264288188,384048000,0.0025359260528585725
2015-08-13,0.5691483616828918,0.5759239655772243,0.5676964424417004,0.5747140136450034,276884000,-0.008431843120656257
2015-08-14,0.5696324706077576,0.5730202444016156,0.5652767119924869,0.568664485786345,214652000,0.0008505847639344033
2015-08-17,0.5660027861595154,0.5686646007221551,0.5589852121012394,0.5686646007221551,273880000,-0.006371976029332704
2015-08-18,0.5608512163162231,0.5681413028863215,0.5564771296122895,0.5642532451283108,287084000,-0.009101668700691512
2015-08-19,0.5586637258529663,0.5664398351455905,0.5525886296050265,0.5601217535873848,249248000,-0.003900304393783194
2015-08-20,0.5384950041770935,0.5550191795760581,0.5358219314993751,0.5523461648348058,426932000,-0.03610172048503646
2015-08-21,0.5217276215553284,0.5435978775091638,0.5212415926928862,0.5346067780773429,382664000,-0.031137489654873174
2015-08-24,0.5032594203948975,0.5304757635264796,0.48600617700949666,0.49256724834834303,682284000,-0.03539816639451665
2015-08-25,0.49281033873558044,0.5273167708591038,0.49281033873558044,0.5253727130578528,622684000,-0.02076281384085732
2015-08-26,0.5299896597862244,0.5304756886056793,0.5049603632813766,0.5088484200276872,614976000,0.07544346806123459
2015-08-27,0.5499158501625061,0.5501588355756278,0.5324196258161475,0.5355786679324743,463764000,0.03759731913320552
2015-08-28,0.5523457527160645,0.5557477794732253,0.5460276699176667,0.5499157253271748,320944000,0.004418680699674882
2015-08-31,0.5462706685066223,0.5535608087862857,0.5440836843591477,0.5496727532826067,219352000,-0.010998698151599706
2015-09-01,0.523914635181427,0.5394668643907743,0.5200266358155413,0.5304757644683742,353408000,-0.04092482832056776
2015-09-02,0.5397096276283264,0.5399526130045262,0.5292605032781774,0.5382515994982726,344044000,0.030148026770486558
2015-09-03,0.5411679744720459,0.550402119443095,0.5401959744583728,0.5477290469849169,262556000,0.002702095291736706
2015-09-04,0.5285317301750183,0.5404388880837903,0.5282887446880394,0.5319337587385378,287972000,-0.023349948432102363
2015-09-08,0.5511308908462524,0.553317933594617,0.5392237932901879,0.5414107781021105,238448000,0.04275838020879208
2015-09-09,0.5401959419250488,0.557449129422174,0.5389808985287873,0.5528321151511708,289392000,-0.019840929083857373
2015-09-10,0.5487008094787598,0.5555049225020527,0.5346066705403699,0.5370366984908811,357076000,0.015744041918202667
2015-09-11,0.5504018068313599,0.5540468192964918,0.5404386530247134,0.5426256952656496,301584000,0.003100045276433816
2015-09-14,0.551374077796936,0.554776106555978,0.5484580200397817,0.553075092176457,192460000,0.0017664748798218444
2015-09-15,0.5574488639831543,0.5603649203964844,0.549915795497292,0.5516168090929244,327976000,0.011017540415557026
2015-09-16,0.5613369345664978,0.5644959764513973,0.5523458376388731,0.5564768790414881,173508000,0.0069747573895153625
2015-09-17,0.5664400458335876,0.5761601570965681,0.5652250029574986,0.5710570581280002,268712000,0.009090995002904556
2015-09-18,0.5659542083740234,0.5708142656480897,0.5552620939583682,0.5586641224629241,326412000,-0.0008577032346808178
2015-09-21,0.5717862248420715,0.5730012680423834,0.5637671251166491,0.5666831824482386,281840000,0.010304749716065098
2015-09-22,0.5562340617179871,0.563281161739534,0.553318004347292,0.5593931045574236,228356000,-0.02719926162680819
2015-09-23,0.5589069128036499,0.5623089401203898,0.5545328859587605,0.556719870412989,161632000,0.004805263232904977
2015-09-24,0.5695991516113281,0.5754312074353121,0.5467568412346949,0.5555049539388907,382440000,0.019130625445376248
2015-09-25,0.5737302303314209,0.5849083718399312,0.5681411595771657,0.5766462294620475,369692000,0.007252606869947886
2015-09-28,0.5661970376968384,0.5773751779314947,0.5625520247148277,0.573730164949484,395584000,-0.013130199937749332
2015-09-29,0.576160192489624,0.5771321920883447,0.5642530380800962,0.5722721361583051,380736000,0.01759662119270966
2015-09-30,0.5990023612976074,0.5997313753803799,0.5781041120886049,0.5815061391839241,556380000,0.03964551717688258
2015-10-01,0.5873384475708008,0.6007035750237593,0.5703281905528478,0.5990025609092535,489296000,-0.019472233300615538
2015-10-02,0.6026474237442017,0.6026474237442017,0.5781041044458101,0.5841792024097894,386144000,0.026064999212494833
2015-10-05,0.6177140474319458,0.6252471208423794,0.6033768572545191,0.606535901121968,482024000,0.02500072694932709
2015-10-06,0.6257327198982239,0.6284057328967994,0.6087225265741071,0.611152554191838,453216000,0.01298120465224084
2015-10-07,0.6322938799858093,0.638611964291628,0.6169846979895705,0.627190838632542,310152000,0.010485563370655537
2015-10-08,0.6359389424324036,0.637639956194158,0.6189286889419868,0.6296208582107806,460068000,0.005764823228521676
2015-10-09,0.6335088610649109,0.6386119019197752,0.6216017078004631,0.6325368036232338,423248000,-0.0038212495026611615
2015-10-12,0.6403127312660217,0.6439578007822384,0.6296206239124768,0.6342376347177987,227588000,0.01073997637487456
2015-10-13,0.6415280699729919,0.6454160686703367,0.6330229424655573,0.6352099851851447,298444000,0.0018980392667926616
2015-10-14,0.664856493473053,0.6753056225551286,0.6415282066371738,0.642257163095884,612148000,0.03636383907728802
2015-10-15,0.6665574312210083,0.6801656018075981,0.6592673460428116,0.6660714023678831,526048000,0.0025583532155488697
2015-10-16,0.6770064830780029,0.6833245677768979,0.6670433272311146,0.6687443990578051,448396000,0.015676146371744526
2015-10-19,0.6757912635803223,0.6823523899334019,0.6680152103892331,0.6791933484088757,294712000,-0.0017949894543929368
2015-10-20,0.6748195290565491,0.6779785718210763,0.6677724292021078,0.6728755294798161,264824000,-0.0014379211098778377
2015-10-21,0.6660714745521545,0.6830817330811825,0.6648564891923401,0.6789506322230351,386280000,-0.012963546737636666
2015-10-22,0.6901285648345947,0.6923156073379917,0.6728753840271803,0.6738473836054337,306884000,0.03611788104064262
2015-10-23,0.6947457194328308,0.6993627904095207,0.6857546208557902,0.6962037479450952,381776000,0.00669028183081033
2015-10-26,0.6915867328643799,0.6969328185292876,0.6852686474248837,0.6952318044396458,247436000,-0.00454696802022736
2015-10-27,0.6911008358001709,0.6954748642214758,0.6876987493208745,0.688184778228332,208268000,-0.0007025829749459644
2015-10-28,0.6966898441314697,0.6966898441314697,0.6852686583052608,0.6954748009416067,217036000,0.00808710978453342
2015-10-29,0.6726323366165161,0.6925585885642856,0.6714173516351486,0.6855115482121967,327168000,-0.03453115861756961
2015-10-30,0.689399778842926,0.6942598942156555,0.6748196065341019,0.6799227073977085,301160000,0.02492809416620334
2015-11-02,0.6974186897277832,0.6981477039385982,0.687455592074044,0.6915866339777027,190088000,0.011631728252532891
2015-11-03,0.6925587058067322,0.6971757769777046,0.6847826499748494,0.6932877200935408,376768000,-0.006968531231860142
2015-11-04,0.6811375021934509,0.6957176704224696,0.6779784599501865,0.6906146289232445,442264000,-0.01649131476872734
2015-11-05,0.6733614802360535,0.6864836797635101,0.6714174807175506,0.6845396223085609,478800000,-0.011416229369777042
2015-11-06,0.7666745185852051,0.7761516446763768,0.7246350305640812,0.7399442119665759,1172272000,0.1385779274401615
2015-11-09,0.7632725238800049,0.7654595664417018,0.7525803544248892,0.7591414821099799,492568000,-0.004437338952490766
2015-11-10,0.748692512512207,0.7574406266512317,0.7326543129134034,0.7533095260812193,552260000,-0.01910197329478347
2015-11-11,0.7414022088050842,0.754524347182619,0.7387291377011923,0.7491782629112671,619896000,-0.009737380280003705
2015-11-12,0.7387292981147766,0.7465054118459591,0.7355702555325115,0.7397012978470633,291080000,-0.003605210044647089
2015-11-13,0.7241489887237549,0.7426172118227792,0.7205039180098004,0.7394581698494965,292940000,-0.019737012500019135
2015-11-16,0.7387292981147766,0.7392153269491423,0.7277941418013291,0.7336262560679382,344280000,0.02013440551331591
2015-11-17,0.7387292981147766,0.7450473832793069,0.7355702555325115,0.7406733555157946,257048000,0.0
2015-11-18,0.7569016814231873,0.757877430143285,0.7337287252149723,0.7417782741389305,350216000,0.02459951616212619
2015-11-19,0.759097158908844,0.7666588347687333,0.7534868645107171,0.7595850333525087,254072000,0.0029006111884024577
2015-11-20,0.7656828761100769,0.7700735700973227,0.7600725836751037,0.7647071857206094,239744000,0.008675723685620751
2015-11-23,0.754218578338623,0.7720251506405246,0.7515354145342021,0.7720251506405246,242552000,-0.014972644849648886
2015-11-24,0.7603166103363037,0.7669025936843418,0.7508034974307232,0.7542184431435677,195428000,0.008085231752197553
2015-11-25,0.7593408226966858,0.7678782446965632,0.756657659511092,0.7588530065664484,138300000,-0.0012833964513629947
2015-11-27,0.7656828761100769,0.7681221311619597,0.7569015462920132,0.7608043660063113,86996000,0.008352051178900588
2015-11-30,0.7737324237823486,0.7771474273809452,0.7656828762935636,0.7664146586249466,327244000,0.010512900214206367
2015-12-01,0.7988570332527161,0.7995888157842146,0.7798308037466433,0.7805625862781417,409496000,0.03247196149225218
2015-12-02,0.7927589416503906,0.8083701681358574,0.7910514682970152,0.8000767095176202,294240000,-0.007633520578138708
2015-12-03,0.7910515069961548,0.8073945168835082,0.7871486856447453,0.7991010578595455,246656000,-0.002153787948050434
2015-12-04,0.823249340057373,0.8247129046752282,0.7910511510902627,0.7910511510902627,458756000,0.04070257470778671
2015-12-07,0.8076384663581848,0.8230057851263315,0.8051992103339782,0.8230057851263315,333588000,-0.018962509824909546
2015-12-08,0.8186149001121521,0.8220298461251615,0.7925148725035265,0.7976372915230406,314488000,0.01359077633271033
2015-12-09,0.7978811860084534,0.8232494888869679,0.7895877292165252,0.8183709780497823,372676000,-0.025327799556126074
2015-12-10,0.8044673800468445,0.8088580173676932,0.797637428689866,0.8003205927105821,236596000,0.008254605013736205
2015-12-11,0.7925148606300354,0.802027974229268,0.7908073876491122,0.7964176809391901,227320000,-0.014857680638477921
2015-12-14,0.7944661974906921,0.7988568919027924,0.7849530844209082,0.7932465989249532,275892000,0.002462208543452915
2015-12-15,0.8042232990264893,0.8098335925650916,0.7991008798568069,0.8034915165513291,307296000,0.012281329988128808
2015-12-16,0.8091018795967102,0.8117851016216159,0.7988570403772514,0.8059308413174174,236356000,0.006066201484247635
2015-12-17,0.7969055771827698,0.8186149700811426,0.7964177609428951,0.8103215124388473,254160000,-0.015073877247720135
2015-12-18,0.7839775681495667,0.7993448856939183,0.7830018774488745,0.7912953356394271,395896000,-0.016222761395278895
2015-12-21,0.8025158643722534,0.8032476468824312,0.7854410748331363,0.7925149336605603,284216000,0.02364646257219194
2015-12-22,0.8032476902008057,0.8112972400904239,0.7983691786408217,0.8049551634311556,130012000,0.000911914469285513
2015-12-23,0.8064186573028564,0.8095896953524061,0.8030037111437845,0.8044672761137982,122524000,0.003947682814074538
